18,153,97%,0,100%,mcs4x1,138,98%,0,100%,mcs4x1
18,123,98%,0,100%,mcs4x1,215,92%,0,100%,mcs4x1
18,153,91%,0,100%,mcs6x1,322,81%,0,100%,mcs4x1
18,102,97%,0,100%,mcs6x1,215,92%,0,100%,mcs4x1
18,82,98%,0,100%,mcs6x1,338,96%,0,100%,mcs2x1
18,123,98%,0,100%,mcs4x1,353,80%,0,100%,mcs4x1
18,112,96%,0,100%,mcs6x1,430,93%,0,100%,mcs2x1
18,123,98%,0,100%,mcs4x1,246,98%,0,100%,mcs2x1
18,123,98%,0,100%,mcs4x1,246,98%,0,100%,mcs2x1
20,153,97%,0,100%,mcs4x1,199,93%,0,100%,mcs4x1
20,153,97%,0,100%,mcs4x1,307,83%,0,100%,mcs4x1
20,153,97%,0,100%,mcs4x1,246,98%,0,100%,mcs2x1
20,123,98%,0,100%,mcs4x1,205,83%,0,100%,mcs6x1
20,153,97%,0,100%,mcs4x1,246,98%,0,100%,mcs2x1
20,153,97%,0,100%,mcs4x1,307,97%,0,100%,mcs2x1
20,123,98%,0,100%,mcs4x1,369,78%,0,100%,mcs4x1
20,123,98%,0,100%,mcs4x1,246,89%,0,100%,mcs4x1
20,123,98%,0,100%,mcs4x1,215,92%,0,100%,mcs4x1
20,123,98%,0,100%,mcs4x1,307,97%,0,100%,mcs2x1
20,143,93%,0,100%,mcs6x1,246,98%,0,100%,mcs2x1
20,92,98%,0,100%,mcs6x1,369,95%,0,100%,mcs2x1
20,82,98%,0,100%,mcs6x1,338,67%,0,100%,mcs6x1
20,143,92%,0,100%,mcs6x1,246,98%,0,100%,mcs2x1
20,123,98%,0,100%,mcs4x1,205,83%,0,100%,mcs6x1
