140,1281,76%,0,100%,430,92%,mcs2x1
140,1381,90%,0,100%,982,99%,mcs2x1
140,909,93%,0,100%,669,99%,mcs2x1
140,2010,82%,0,100%,1264,97%,mcs2x1
140,1265,85%,0,100%,675,98%,mcs2x1
140,1623,89%,0,100%,1260,95%,mcs2x1
140,4809,72%,0,100%,3094,79%,mcs2x1
140,829,96%,0,100%,739,100%,mcs2x1
140,2156,69%,0,100%,891,71%,mcs2x1
140,762,96%,0,100%,643,99%,mcs2x1
140,964,93%,0,100%,742,100%,mcs2x1
140,1490,83%,0,100%,839,98%,mcs2x1
